Year,Bosque,Periodo,Polinizador,Planta,X,Y,number_visits,repetition,type
2021,Aznalcazar,1,Bombus_terrestris,Cistus salviifolius,3,9,133,25,random
2021,Aznalcazar,1,Bombus_terrestris,Lavandula stoechas,3,9,117,25,random
2021,Aznalcazar,1,Bombus_terrestris,Lavandula stoechas,3,10,62,25,random
2021,Aznalcazar,1,Bombus_terrestris,Cistus salviifolius,4,9,5,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Lavandula stoechas,1,9,3,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Cistus salviifolius,1,10,10,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Lavandula stoechas,1,10,9,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Lavandula stoechas,2,9,2,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Lavandula stoechas,2,10,4,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Cistus salviifolius,3,9,1,25,random
2021,Aznalcazar,1,Xylocopa_cantabrita,Lavandula stoechas,3,10,18,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,1,1,3,25,random
2021,Aznalcazar,2,Apis_mellifera,Galactites tomentosus,1,1,3,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,1,9,8,25,random
2021,Aznalcazar,2,Apis_mellifera,Lavandula stoechas,1,9,14,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,2,6,5,25,random
2021,Aznalcazar,2,Apis_mellifera,Lavandula stoechas,2,9,13,25,random
2021,Aznalcazar,2,Apis_mellifera,Lavandula stoechas,2,10,36,25,random
2021,Aznalcazar,2,Apis_mellifera,Lavandula stoechas,3,10,18,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,4,7,43,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,4,8,6,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,5,7,11,25,random
2021,Aznalcazar,2,Apis_mellifera,Galactites tomentosus,5,7,14,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,5,8,5,25,random
2021,Aznalcazar,2,Apis_mellifera,Galactites tomentosus,5,8,7,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,6,2,1,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,6,7,2,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus salviifolius,6,7,2,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,7,3,1,25,random
2021,Aznalcazar,2,Apis_mellifera,Aetheorhiza bulbosa,7,4,8,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus salviifolius,7,4,7,25,random
2021,Aznalcazar,2,Apis_mellifera,Aetheorhiza bulbosa,7,6,2,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,7,7,1,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus salviifolius,8,3,17,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,8,6,4,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,8,7,33,25,random
2021,Aznalcazar,2,Apis_mellifera,Cistus crispus,8,8,5,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus crispus,1,3,1,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,1,3,2,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus salviifolius,1,10,33,25,random
2021,Aznalcazar,2,Bombus_terrestris,Lavandula stoechas,1,10,18,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,2,4,2,25,random
2021,Aznalcazar,2,Bombus_terrestris,Lavandula stoechas,2,9,10,25,random
2021,Aznalcazar,2,Bombus_terrestris,Lavandula stoechas,2,10,107,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,3,2,2,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,3,4,1,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus salviifolius,3,6,3,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus salviifolius,3,7,1,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,3,7,2,25,random
2021,Aznalcazar,2,Bombus_terrestris,Lavandula stoechas,3,10,33,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,4,5,4,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,5,4,3,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,5,5,6,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus crispus,5,7,1,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus crispus,5,8,4,25,random
2021,Aznalcazar,2,Bombus_terrestris,Galactites tomentosus,6,2,1,25,random
2021,Aznalcazar,2,Bombus_terrestris,Cistus salviifolius,7,2,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,1,1,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,1,3,2,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,1,4,2,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,1,7,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,1,9,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Lavandula stoechas,1,9,3,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,2,3,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,2,4,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,2,5,4,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,3,3,4,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,3,5,2,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,4,2,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,4,3,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,4,7,19,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,4,8,9,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,5,7,4,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,5,7,6,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Galactites tomentosus,5,8,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,6,7,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Aetheorhiza bulbosa,7,6,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,7,6,2,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,7,7,1,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,8,6,5,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,8,7,4,25,random
2021,Aznalcazar,2,Dasypoda_cingulata,Cistus crispus,8,8,2,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,1,1,3,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Galactites tomentosus,1,1,2,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,1,2,1,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Galactites tomentosus,1,2,2,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus salviifolius,1,10,17,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Lavandula stoechas,1,10,17,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Lavandula stoechas,2,9,18,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Lavandula stoechas,2,10,72,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus salviifolius,3,9,4,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Lavandula stoechas,3,9,4,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Lavandula stoechas,3,10,86,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,4,7,8,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,5,7,4,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Galactites tomentosus,5,7,6,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,6,7,4,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus salviifolius,6,7,3,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,7,6,1,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,7,6,1,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,7,7,3,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,7,8,1,25,random
2021,Aznalcazar,2,Xylocopa_cantabrita,Cistus crispus,8,7,5,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,1,1,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Cistus crispus,1,3,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,1,3,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Cistus crispus,2,1,3,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,2,1,2,25,random
2021,Aznalcazar,3,Bombus_terrestris,Cistus crispus,2,3,4,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,2,3,3,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,2,4,3,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,3,1,3,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,3,3,2,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,3,4,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,4,2,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,4,3,2,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,5,1,1,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,5,2,7,25,random
2021,Aznalcazar,3,Bombus_terrestris,Galactites tomentosus,5,3,3,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,1,2,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,1,3,3,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,1,3,2,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,1,6,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,1,8,3,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,2,1,2,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,2,1,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,2,3,2,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,2,3,2,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,2,4,5,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,2,5,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,2,6,3,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Cistus crispus,3,1,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,3,1,1,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,3,2,2,25,random
2021,Aznalcazar,3,Dasypoda_cingulata,Galactites tomentosus,4,2,4,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,1,1,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,1,1,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,1,2,8,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,1,2,6,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,1,3,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,1,7,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,1,8,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,1,9,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,2,1,3,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,2,2,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,2,3,4,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,2,3,4,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,2,6,5,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,3,1,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,3,1,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,3,3,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,3,4,3,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,3,5,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,4,7,6,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,5,2,9,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,5,3,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,5,7,19,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,6,7,3,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Galactites tomentosus,6,7,3,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,7,3,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,7,6,4,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,7,7,8,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,7,8,9,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,8,6,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,8,7,24,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,8,8,21,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,8,9,2,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Halimium halimifolium,9,6,1,25,random
2021,Aznalcazar,3,Xylocopa_cantabrita,Cistus crispus,9,7,10,25,random
2021,Hinojos,1,Apis_mellifera,Ulex australis,7,3,8,25,random
2021,Hinojos,1,Apis_mellifera,Ulex australis,7,4,4,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,2,2,2,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,4,1,2,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,5,1,15,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,6,4,20,25,random
2021,Hinojos,1,Bombus_terrestris,Halimium calycinum,8,4,1,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,8,4,1,25,random
2021,Hinojos,1,Bombus_terrestris,Ulex australis,9,5,17,25,random
2021,Hinojos,2,Dasypoda_cingulata,Leontodon longirostris,4,8,1,25,random
2021,Hinojos,2,Dasypoda_cingulata,Cistus libanotis,4,9,4,25,random
2021,Hinojos,2,Dasypoda_cingulata,Leontodon longirostris,4,9,8,25,random
2021,Hinojos,2,Dasypoda_cingulata,Aetheorhiza bulbosa,10,7,19,25,random
2021,Hinojos,2,Dasypoda_cingulata,Bartsia trixago,10,7,15,25,random
2021,Hinojos,2,Dasypoda_cingulata,Cistus libanotis,10,7,13,25,random
2021,Puebla,1,Anthophora_dispar,Anemone palmata,3,10,9,25,random
2021,Puebla,1,Anthophora_dispar,Cistus salviifolius,3,10,12,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,3,10,16,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,4,7,14,25,random
2021,Puebla,1,Anthophora_dispar,Anemone palmata,6,4,22,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,6,4,24,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,6,6,15,25,random
2021,Puebla,1,Anthophora_dispar,Cistus salviifolius,7,4,26,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,7,4,32,25,random
2021,Puebla,1,Anthophora_dispar,Rosmarinus officinalis,7,4,35,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,7,5,7,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,7,6,8,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,7,8,27,25,random
2021,Puebla,1,Anthophora_dispar,Anemone palmata,9,3,4,25,random
2021,Puebla,1,Anthophora_dispar,Cistus salviifolius,9,3,1,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,9,3,1,25,random
2021,Puebla,1,Anthophora_dispar,Cistus salviifolius,9,4,1,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,9,5,25,25,random
2021,Puebla,1,Anthophora_dispar,Lavandula stoechas,9,6,1,25,random
2021,Puebla,1,Apis_mellifera,Cistus salviifolius,6,1,8,25,random
2021,Puebla,1,Apis_mellifera,Cistus salviifolius,6,2,6,25,random
2021,Puebla,1,Apis_mellifera,Lavandula stoechas,6,7,1,25,random
2021,Puebla,1,Apis_mellifera,Lavandula stoechas,7,1,3,25,random
2021,Puebla,1,Apis_mellifera,Cistus salviifolius,8,10,3,25,random
2021,Puebla,1,Apis_mellifera,Cistus salviifolius,9,10,15,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,4,7,10,25,random
2021,Puebla,1,Xylocopa_cantabrita,Cistus salviifolius,4,8,18,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,4,8,13,25,random
2021,Puebla,1,Xylocopa_cantabrita,Anemone palmata,6,4,7,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,6,4,13,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,6,6,152,25,random
2021,Puebla,1,Xylocopa_cantabrita,Anemone palmata,6,7,1,25,random
2021,Puebla,1,Xylocopa_cantabrita,Cistus salviifolius,6,7,2,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,6,7,2,25,random
2021,Puebla,1,Xylocopa_cantabrita,Cistus salviifolius,7,1,4,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,7,1,5,25,random
2021,Puebla,1,Xylocopa_cantabrita,Cistus salviifolius,7,4,35,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,7,4,30,25,random
2021,Puebla,1,Xylocopa_cantabrita,Rosmarinus officinalis,7,4,33,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,7,5,56,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,7,6,23,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,7,8,16,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,9,5,89,25,random
2021,Puebla,1,Xylocopa_cantabrita,Lavandula stoechas,9,6,54,25,random
2021,Puebla,2,Apis_mellifera,Aetheorhiza bulbosa,4,7,5,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,4,7,1,25,random
2021,Puebla,2,Apis_mellifera,Leontodon longirostris,4,7,1,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,4,8,16,25,random
2021,Puebla,2,Apis_mellifera,Aetheorhiza bulbosa,6,6,1,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,6,6,4,25,random
2021,Puebla,2,Apis_mellifera,Leontodon longirostris,6,6,4,25,random
2021,Puebla,2,Apis_mellifera,Aetheorhiza bulbosa,7,5,3,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,7,5,3,25,random
2021,Puebla,2,Apis_mellifera,Leontodon longirostris,7,5,2,25,random
2021,Puebla,2,Apis_mellifera,Aetheorhiza bulbosa,7,8,2,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,7,8,3,25,random
2021,Puebla,2,Apis_mellifera,Aetheorhiza bulbosa,7,9,2,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,7,9,2,25,random
2021,Puebla,2,Apis_mellifera,Leontodon longirostris,7,9,1,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,9,5,2,25,random
2021,Puebla,2,Apis_mellifera,Cistus crispus,9,6,1,25,random
2021,Puebla,2,Apis_mellifera,Lavandula stoechas,9,6,1,25,random
2021,Puebla,2,Bombus_terrestris,Leontodon longirostris,4,2,1,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,4,8,8,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,6,4,1,25,random
2021,Puebla,2,Bombus_terrestris,Aetheorhiza bulbosa,6,6,2,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,6,6,1,25,random
2021,Puebla,2,Bombus_terrestris,Leontodon longirostris,6,6,1,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,7,4,3,25,random
2021,Puebla,2,Bombus_terrestris,Leontodon longirostris,7,4,2,25,random
2021,Puebla,2,Bombus_terrestris,Aetheorhiza bulbosa,7,8,2,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,7,8,1,25,random
2021,Puebla,2,Bombus_terrestris,Leontodon longirostris,7,8,2,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,9,3,10,25,random
2021,Puebla,2,Bombus_terrestris,Lavandula stoechas,9,5,14,25,random
2021,Puebla,2,Bombus_terrestris,Leontodon longirostris,9,5,19,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,2,10,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,4,7,11,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,4,7,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,4,7,4,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,4,8,34,25,random
2021,Puebla,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,6,4,1,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,6,4,4,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,6,4,3,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,7,4,1,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,7,4,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,7,5,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,7,5,3,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,7,5,1,25,random
2021,Puebla,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,7,8,9,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,7,8,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,7,8,5,25,random
2021,Puebla,2,Xylocopa_cantabrita,Aetheorhiza bulbosa,8,4,1,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,8,4,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,8,4,3,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,9,3,8,25,random
2021,Puebla,2,Xylocopa_cantabrita,Lavandula stoechas,9,5,2,25,random
2021,Puebla,2,Xylocopa_cantabrita,Leontodon longirostris,9,5,3,25,random
2021,Vill. Este,1,Anthophora_dispar,Cistus ladanifer,10,2,9,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,3,9,10,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,4,6,13,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,4,10,2,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,4,10,3,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,5,10,9,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,5,10,4,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,6,9,228,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,6,10,7,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,7,9,2,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus salviifolius,7,9,1,25,random
2021,Vill. Este,1,Apis_mellifera,Anemone palmata,8,1,22,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,8,1,11,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,8,3,2,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus salviifolius,8,3,3,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,8,5,5,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,9,2,10,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,9,3,12,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,9,4,20,25,random
2021,Vill. Este,1,Apis_mellifera,Rosmarinus officinalis,9,5,31,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,10,2,21,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,10,6,5,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,10,8,1,25,random
2021,Vill. Este,1,Apis_mellifera,Cistus ladanifer,10,10,3,25,random
2021,Vill. Este,1,Bombus_terrestris,Rosmarinus officinalis,4,6,3,25,random
2021,Vill. Este,1,Bombus_terrestris,Anemone palmata,6,7,1,25,random
2021,Vill. Este,1,Xylocopa_cantabrita,Rosmarinus officinalis,3,10,9,25,random
2021,Vill. Este,1,Xylocopa_cantabrita,Rosmarinus officinalis,5,10,1,25,random
2021,Vill. Este,1,Xylocopa_cantabrita,Rosmarinus officinalis,6,9,3,25,random
2021,Vill. Este,1,Xylocopa_cantabrita,Cistus ladanifer,6,10,1,25,random
2021,Vill. Este,1,Xylocopa_cantabrita,Cistus ladanifer,10,2,4,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,1,2,2,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,1,3,1,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus crispus,2,3,2,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus crispus,3,1,1,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,4,1,1,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus ladanifer,4,5,2,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,4,5,3,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus crispus,5,4,4,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,5,4,7,25,random
2021,Vill. Este,2,Apis_mellifera,Leontodon longirostris,5,4,4,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus crispus,5,5,2,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,5,6,1,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,5,8,42,25,random
2021,Vill. Este,2,Apis_mellifera,Cistus salviifolius,5,9,2,25,random
